taxid,phylum,family,genus_species,gram_status,occupancy
2726741,Pseudomonadota,Vibrionaceae,Vibrio agarilyticus,Gram negative,33.0
55208,Pseudomonadota,Pectobacteriaceae,Pectobacterium wasabiae,Gram negative,33.0
1076549,Pseudomonadota,Erwiniaceae,Pantoea rodasii,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
1071947,Pseudomonadota,Pasteurellaceae,Pasteurella oralis,Gram negative,33.0
637,Pseudomonadota,Morganellaceae,Spe_in_Arsenophonus,Gram negative,33.0
2485124,Pseudomonadota,Pectobacteriaceae,Pectobacterium polonicum,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
624146,Pseudomonadota,Idiomarinaceae,Pseudidiomarina aestuarii,Gram negative,33.0
2726955,Pseudomonadota,Erwiniaceae,Pantoea nemavictus,Gram negative,33.0
2108399,Pseudomonadota,Pectobacteriaceae,Pectobacterium punjabense,Gram negative,33.0
1367852,Pseudomonadota,Erwiniaceae,Izhakiella capsodis,Gram negative,33.0
935293,Pseudomonadota,Yersiniaceae,Yersinia entomophaga,Gram negative,33.0
2204296,Pseudomonadota,Vibrionaceae,Photobacterium andalusiense,Gram negative,33.0
33060,Pseudomonadota,Yersiniaceae,Yersinia mollaretii,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
665097,Pseudomonadota,Erwiniaceae,Erwinia piriflorinigrans,Gram negative,33.0
2558042,Pseudomonadota,Pectobacteriaceae,Pectobacterium fontis,Gram negative,33.0
2204294,Pseudomonadota,Vibrionaceae,Photobacterium malacitanum,Gram negative,33.0
1903952,Pseudomonadota,Vibrionaceae,Photobacterium proteolyticum,Gram negative,33.0
104609,Pseudomonadota,Vibrionaceae,Vibrio penaeicida,Gram negative,33.0
51366,Pseudomonadota,Vibrionaceae,Spe_in_Salinivibrio,Gram negative,33.0
92488,Pseudomonadota,Erwiniaceae,Pantoea endophytica,Gram negative,33.0
71655,Pseudomonadota,Pectobacteriaceae,Spe_in_Brenneria,Gram negative,33.0
674,Pseudomonadota,Vibrionaceae,Vibrio mimicus,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
638,Pseudomonadota,Morganellaceae,Arsenophonus nasoniae,Gram negative,33.0
2890317,Pseudomonadota,Yersiniaceae,Yersinia alsatica,Gram negative,33.0
230089,Pseudomonadota,Morganellaceae,Photorhabdus thracensis,Gram negative,33.0
659,Pseudomonadota,Vibrionaceae,Photobacterium phosphoreum,Gram negative,33.0
28173,Pseudomonadota,Vibrionaceae,Vibrio nigripulchritudo,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
29485,Pseudomonadota,Yersiniaceae,Yersinia rohdei,Gram negative,33.0
614,Pseudomonadota,Yersiniaceae,Serratia liquefaciens,Gram negative,33.0
1481663,Pseudomonadota,Vibrionaceae,Vibrio metoecus,Gram negative,33.0
1926881,Pseudomonadota,Erwiniaceae,Izhakiella australiensis,Gram negative,33.0
1778540,Pseudomonadota,Pectobacteriaceae,Dickeya fangzhongdai,Gram negative,33.0
2014742,Pseudomonadota,Vibrionaceae,Vibrio tarriae,Gram negative,33.0
1905730,Pseudomonadota,Pectobacteriaceae,Pectobacterium parmentieri,Gram negative,33.0
1076551,Pseudomonadota,Erwiniaceae,Pantoea wallisii,Gram negative,33.0
138074,Pseudomonadota,Yersiniaceae,Serratia symbiotica,Gram negative,33.0
1117707,Pseudomonadota,Vibrionaceae,Vibrio quintilis,Gram negative,33.0
1639108,Pseudomonadota,Yersiniaceae,Chania multitudinisentens,Gram negative,33.0
92172,Pseudomonadota,Vibrionaceae,Vibrio aerogenes,Gram negative,33.0
3098669,Pseudomonadota,Erwiniaceae,Pantoea soli,Gram negative,33.0
1400001,Pseudomonadota,Pasteurellaceae,Necropsobacter massiliensis,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
29484,Pseudomonadota,Yersiniaceae,Yersinia frederiksenii,Gram negative,33.0
1560356,Pseudomonadota,Enterobacteriaceae,Type-D symbiont of Plautia stali,Gram negative,33.0
1324864,Pseudomonadota,Erwiniaceae,Pantoea beijingensis,Gram negative,33.0
675,Pseudomonadota,Vibrionaceae,Vibrio cincinnatiensis,Gram negative,33.0
2487133,Pseudomonadota,Idiomarinaceae,Pseudidiomarina mangrovi,Gram negative,33.0
55209,Pseudomonadota,Erwiniaceae,Pantoea cypripedii,Gram negative,33.0
1775171,Pseudomonadota,Vibrionaceae,Photobacterium alginatilyticum,Gram negative,33.0
632,Pseudomonadota,Yersiniaceae,Yersinia pestis,Gram negative,33.0
2608354,Pseudomonadota,Erwiniaceae,Pantoea communis,Gram negative,33.0
2608355,Pseudomonadota,Erwiniaceae,Pantoea formicae,Gram negative,33.0
1649845,Pseudomonadota,Yersiniaceae,Spe_in_Yersinia pseudotuberculosis complex,Gram negative,33.0
2042057,Pseudomonadota,Pectobacteriaceae,Pectobacterium polaris,Gram negative,33.0
1560201,Pseudomonadota,Erwiniaceae,Winslowiella iniecta,Gram negative,33.0
137545,Pseudomonadota,Yersiniaceae,Serratia quinivorans,Gram negative,33.0
1089444,Pseudomonadota,Pectobacteriaceae,Dickeya solani,Gram negative,33.0
2152761,Pseudomonadota,Morganellaceae,Arsenophonus endosymbiont of Aleurodicus floccissimus,Gram negative,33.0
51366,Pseudomonadota,Vibrionaceae,Spe_in_Salinivibrio,Gram negative,33.0
82995,Pseudomonadota,Yersiniaceae,Serratia grimesii,Gram negative,33.0
1577887,Pseudomonadota,Pectobacteriaceae,Dickeya undicola,Gram negative,33.0
1076550,Pseudomonadota,Erwiniaceae,Pantoea rwandensis,Gram negative,33.0
419257,Pseudomonadota,Yersiniaceae,Yersinia massiliensis,Gram negative,33.0
1615494,Pseudomonadota,Erwiniaceae,Mixta intestinalis,Gram negative,33.0
2259638,Pseudomonadota,Pectobacteriaceae,Dickeya lacustris,Gram negative,33.0
367190,Pseudomonadota,Yersiniaceae,Yersinia similis,Gram negative,33.0
1240404,Pseudomonadota,Pectobacteriaceae,Dickeya oryzae,Gram negative,33.0
2161819,Pseudomonadota,Erwiniaceae,Erwinia mediterraneensis,Gram negative,33.0
47917,Pseudomonadota,Yersiniaceae,Serratia fonticola,Gram negative,33.0
1082704,Pseudomonadota,Pectobacteriaceae,Lonsdalea britannica,Gram negative,33.0
2884250,Pseudomonadota,Pectobacteriaceae,Musicola keenii,Gram negative,33.0
1763536,Pseudomonadota,Colwelliaceae,Thalassotalea crassostreae,Gram negative,33.0
204039,Pseudomonadota,Pectobacteriaceae,Dickeya dianthicola,Gram negative,33.0
685706,Pseudomonadota,Yersiniaceae,Yersinia nurmii,Gram negative,33.0
265425,Pseudomonadota,Alteromonadaceae,Salinimonas chungwhensis,Gram negative,33.0
51366,Pseudomonadota,Vibrionaceae,Spe_in_Salinivibrio,Gram negative,33.0
672,Pseudomonadota,Vibrionaceae,Vibrio vulnificus,Gram negative,33.0
69223,Pseudomonadota,Pectobacteriaceae,Musicola paradisiaca,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
2597702,Pseudomonadota,Yersiniaceae,Serratia rhizosphaerae,Gram negative,33.0
568768,Pseudomonadota,Pectobacteriaceae,Dickeya poaceiphila,Gram negative,33.0
204038,Pseudomonadota,Pectobacteriaceae,Dickeya dadantii,Gram negative,33.0
204042,Pseudomonadota,Pectobacteriaceae,Dickeya zeae,Gram negative,33.0
2020715,Pseudomonadota,Colwelliaceae,Thalassotalea litorea,Gram negative,33.0
631,Pseudomonadota,Yersiniaceae,Yersinia intermedia,Gram negative,33.0
736,Pseudomonadota,Pasteurellaceae,Haemophilus paraphrohaemolyticus,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
82985,Pseudomonadota,Budviciaceae,Pragia fontium,Gram negative,33.0
2738837,Pseudomonadota,Budviciaceae,Limnobaculum xujianqingii,Gram negative,33.0
252583,Pseudomonadota,Vibrionaceae,Vibrio ezurae,Gram negative,33.0
1082702,Pseudomonadota,Pectobacteriaceae,Spe_in_Lonsdalea,Gram negative,33.0
2498113,Pseudomonadota,Budviciaceae,Limnobaculum zhutongyuii,Gram negative,33.0
1082703,Pseudomonadota,Pectobacteriaceae,Lonsdalea iberica,Gram negative,33.0
753,Pseudomonadota,Pasteurellaceae,Pasteurella canis,Gram negative,33.0
1458355,Pseudomonadota,Erwiniaceae,Mixta theicola,Gram negative,33.0
2025808,Pseudomonadota,Vibrionaceae,Vibrio qinghaiensis,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
290110,Pseudomonadota,Morganellaceae,Xenorhabdus budapestensis,Gram negative,33.0
2890318,Pseudomonadota,Yersiniaceae,Yersinia vastinensis,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
61651,Pseudomonadota,Yersiniaceae,Serratia ficaria,Gram negative,33.0
28174,Pseudomonadota,Vibrionaceae,Vibrio ordalii,Gram negative,33.0
351673,Pseudomonadota,Morganellaceae,Xenorhabdus cabanillasii,Gram negative,33.0
82979,Pseudomonadota,Budviciaceae,Budvicia aquatica,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
71657,Pseudomonadota,Pectobacteriaceae,Lonsdalea quercina,Gram negative,33.0
2060068,Pseudomonadota,Yersiniaceae,Chimaeribacter coloradensis,Gram negative,33.0
2172100,Pseudomonadota,Budviciaceae,Spe_in_Limnobaculum,Gram negative,33.0
204037,Pseudomonadota,Pectobacteriaceae,Spe_in_Dickeya,Gram negative,33.0
28172,Pseudomonadota,Vibrionaceae,Vibrio metschnikovii,Gram negative,33.0
40269,Pseudomonadota,Vibrionaceae,Aliivibrio salmonicida,Gram negative,33.0
688,Pseudomonadota,Vibrionaceae,Aliivibrio logei,Gram negative,33.0
1938870,Pseudomonadota,Erwiniaceae,Pantoea floridensis,Gram negative,33.0
2893572,Pseudomonadota,Pectobacteriaceae,Dickeya parazeae,Gram negative,33.0
466109,Pseudomonadota,Bruguierivoracaceae,Biostraticola tofi,Gram negative,33.0
2711221,Pseudomonadota,Vibrionaceae,Vibrio ziniensis,Gram negative,33.0
204037,Pseudomonadota,Pectobacteriaceae,Spe_in_Dickeya,Gram negative,33.0
2338073,Pseudomonadota,Yersiniaceae,Serratia inhibens,Gram negative,33.0
1619313,Pseudomonadota,Erwiniaceae,Duffyella gerundensis,Gram negative,33.0
613,Pseudomonadota,Yersiniaceae,Spe_in_Serratia,Gram negative,33.0
2028574,Pseudomonadota,Psittacicellaceae,Psittacicella gerlachiana,Gram negative,33.0
337250,Pseudomonadota,Idiomarinaceae,Pseudidiomarina taiwanensis,Gram negative,33.0
1278244,Pseudomonadota,Vibrionaceae,Veronia nyctiphanis,Gram negative,33.0
2691583,Pseudomonadota,Pectobacteriaceae,Acerihabitans arboris,Gram negative,33.0
1239307,Pseudomonadota,Bruguierivoracaceae,Sodalis praecaptivus,Gram negative,33.0
618,Pseudomonadota,Yersiniaceae,Serratia odorifera,Gram negative,33.0
444922,Pseudomonadota,Psychromonadaceae,Psychromonas ossibalaenae,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
2749147,Pseudomonadota,Idiomarinaceae,Aliidiomarina indica,Gram negative,33.0
2593535,Pseudomonadota,Idiomarinaceae,Aliidiomarina halalkaliphila,Gram negative,33.0
756,Pseudomonadota,Pasteurellaceae,Pasteurella langaaensis,Gram negative,33.0
61652,Pseudomonadota,Yersiniaceae,Serratia rubidaea,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
413401,Pseudomonadota,Vibrionaceae,Vibrio comitans,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
300876,Pseudomonadota,Vibrionaceae,Vibrio europaeus,Gram negative,34.0
329993,Pseudomonadota,Colwelliaceae,Cognaticolwellia aestuarii,Gram negative,33.0
336804,Pseudomonadota,Thorselliaceae,Thorsellia anophelis,Gram negative,33.0
198815,Pseudomonadota,Vibrionaceae,Vibrio superstes,Gram negative,33.0
553239,Pseudomonadota,Vibrionaceae,Vibrio breoganii,Gram negative,33.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
929813,Pseudomonadota,Yersiniaceae,Gibbsiella quercinecans,Gram negative,33.0
41202,Pseudomonadota,Yersiniaceae,Ewingella americana,Gram negative,33.0
394566,Pseudomonadota,Ferrimonadaceae,Ferrimonas senticii,Gram negative,33.0
664643,Pseudomonadota,Vibrionaceae,Vibrio plantisponsor,Gram negative,33.0
2267246,Pseudomonadota,Enterobacteriaceae,Edaphovirga cremea,Gram negative,33.0
861298,Pseudomonadota,Vibrionaceae,Vibrio xiamenensis,Gram negative,33.0
1881036,Pseudomonadota,Erwiniaceae,Pantoea varia,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
642227,Pseudomonadota,Erwiniaceae,Tatumella morbirosei,Gram negative,33.0
413402,Pseudomonadota,Vibrionaceae,Vibrio inusitatus,Gram negative,33.0
470932,Pseudomonadota,Erwiniaceae,Pantoea deleyi,Gram negative,33.0
526588,Pseudomonadota,Vibrionaceae,Vibrio ostreicida,Gram negative,34.0
1869313,Pseudomonadota,Erwiniaceae,Pantoea deserta,Gram negative,33.0
134287,Pseudomonadota,Enterobacteriaceae,secondary endosymbiont of Heteropsylla cubana,Gram negative,33.0
1477018,Pseudomonadota,Hafniaceae,Hafnia psychrotolerans,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
470934,Pseudomonadota,Erwiniaceae,Pantoea vagans,Gram negative,33.0
470931,Pseudomonadota,Erwiniaceae,Pantoea anthophila,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
549,Pseudomonadota,Erwiniaceae,Pantoea agglomerans,Gram negative,33.0
2302434,Pseudomonadota,Vibrionaceae,Vibrio sinensis,Gram negative,33.0
29498,Pseudomonadota,Vibrionaceae,Vibrio tubiashii,Gram negative,34.0
1888913,Pseudomonadota,Colwelliaceae,Cognaticolwellia mytili,Gram negative,33.0
2231648,Pseudomonadota,Vibrionaceae,Vibrio maerlii,Gram negative,34.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
28175,Pseudomonadota,Vibrionaceae,Vibrio orientalis,Gram negative,34.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,34.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
579748,Pseudomonadota,Vibrionaceae,Vibrio galatheae,Gram negative,34.0
1805933,Pseudomonadota,Yersiniaceae,Rahnella sikkimica,Gram negative,33.0
34037,Pseudomonadota,Yersiniaceae,Spe_in_Rahnella,Gram negative,33.0
2703882,Pseudomonadota,Yersiniaceae,Rahnella contaminans,Gram negative,33.0
2499078,Pseudomonadota,Vibrionaceae,Vibrio ouci,Gram negative,34.0
2231647,Pseudomonadota,Vibrionaceae,Vibrio tetraodonis,Gram negative,34.0
53417,Pseudomonadota,Pasteurellaceae,Lonepinella koalarum,Gram negative,33.0
1231049,Pseudomonadota,Morganellaceae,Arsenophonus endosymbiont of Aphis craccivora,Gram negative,33.0
2028575,Pseudomonadota,Psittacicellaceae,Psittacicella hinzii,Gram negative,33.0
142461,Pseudomonadota,Vibrionaceae,Vibrio ichthyoenteri,Gram negative,34.0
53336,Pseudomonadota,Erwiniaceae,Tatumella citrea,Gram negative,33.0
82987,Pseudomonadota,Erwiniaceae,Tatumella ptyseos,Gram negative,33.0
53335,Pseudomonadota,Erwiniaceae,Spe_in_Pantoea,Gram negative,33.0
2587862,Pseudomonadota,Vibrionaceae,Vibrio aquimaris,Gram negative,34.0
2724191,Pseudomonadota,Ferrimonadaceae,Ferrimonas lipolytica,Gram negative,33.0
34037,Pseudomonadota,Yersiniaceae,Spe_in_Rahnella,Gram negative,33.0
34038,Pseudomonadota,Yersiniaceae,Rahnella aquatilis,Gram negative,33.0
45658,Pseudomonadota,Vibrionaceae,Vibrio scophthalmi,Gram negative,34.0
1929246,Pseudomonadota,Bruguierivoracaceae,Sodalis endosymbiont of Henestaris halophilus,Gram negative,33.0
1510573,Pseudomonadota,Yersiniaceae,Rahnella bruchi,Gram negative,33.0
2231649,Pseudomonadota,Vibrionaceae,Vibrio rhodolitus,Gram negative,34.0
2816248,Pseudomonadota,Yersiniaceae,Rahnella bonaserana,Gram negative,33.0
2816250,Pseudomonadota,Yersiniaceae,Rahnella ecdela,Gram negative,33.0
1524254,Pseudomonadota,Pseudohongiellaceae,Pseudohongiella acticola,Gram negative,33.0
2028576,Pseudomonadota,Psittacicellaceae,Psittacicella melopsittaci,Gram negative,33.0
1510574,Pseudomonadota,Yersiniaceae,Rahnella woolbedingensis,Gram negative,33.0
58169,Pseudomonadota,Yersiniaceae,Rahnella inusitata,Gram negative,33.0
67854,Pseudomonadota,Pasteurellaceae,Actinobacillus succinogenes,Gram negative,33.0
2758441,Pseudomonadota,Vibrionaceae,Vibrio marinisediminis,Gram negative,34.0
1513468,Pseudomonadota,Yersiniaceae,Rouxiella chamberiensis,Gram negative,33.0
265668,Pseudomonadota,Vibrionaceae,Vibrio ponticus,Gram negative,34.0
62763,Pseudomonadota,Vibrionaceae,Vibrio pectenicida,Gram negative,34.0
1434071,Pseudomonadota,Idiomarinaceae,Aliidiomarina iranensis,Gram negative,33.0
1646377,Pseudomonadota,Yersiniaceae,Rouxiella badensis,Gram negative,33.0
2783614,Pseudomonadota,Vibrionaceae,Vibrio fluminensis,Gram negative,34.0
379097,Pseudomonadota,Vibrionaceae,Vibrio sinaloensis,Gram negative,34.0
2572923,Pseudomonadota,Vibrionaceae,Vibrio taketomensis,Gram negative,34.0
626938,Pseudomonadota,Succinivibrionaceae,Succinatimonas hippei,Gram negative,33.0
170674,Pseudomonadota,Vibrionaceae,Vibrio pacinii,Gram negative,34.0
558271,Pseudomonadota,Vibrionaceae,Vibrio atypicus,Gram negative,34.0
2703884,Pseudomonadota,Yersiniaceae,Rouxiella aceris,Gram negative,33.0
1461322,Pseudomonadota,Vibrionaceae,Vibrio renipiscarius,Gram negative,34.0
2496559,Pseudomonadota,Vibrionaceae,Vibrio aquaticus,Gram negative,34.0
1080227,Pseudomonadota,Vibrionaceae,Veronia pacifica,Gram negative,33.0
1381081,Pseudomonadota,Vibrionaceae,Vibrio panuliri,Gram negative,34.0
701175,Pseudomonadota,Vibrionaceae,Vibrio caribbeanicus,Gram negative,34.0
179995,Pseudomonadota,Succinivibrionaceae,Anaerobiospirillum thomasii,Gram negative,33.0
693,Pseudomonadota,Vibrionaceae,Vibrio nereis,Gram negative,34.0
190893,Pseudomonadota,Vibrionaceae,Vibrio coralliilyticus,Gram negative,34.0
170652,Pseudomonadota,Vibrionaceae,Vibrio brasiliensis,Gram negative,34.0
662,Pseudomonadota,Vibrionaceae,Spe_in_Vibrio,Gram negative,33.0
171383,Pseudomonadota,Vibrionaceae,Vibrio hepatarius,Gram negative,34.0
170651,Pseudomonadota,Vibrionaceae,Vibrio neptunius,Gram negative,34.0
1323749,Pseudomonadota,Vibrionaceae,Vibrio salilacus,Gram negative,34.0
76258,Pseudomonadota,Vibrionaceae,Vibrio rumoiensis,Gram negative,33.0
1667024,Pseudomonadota,Vibrionaceae,Vibrio algivorus,Gram negative,33.0
157673,Pseudomonadota,Pasteurellaceae,Mannheimia succiniciproducens,Gram negative,33.0
335972,Pseudomonadota,Vibrionaceae,Vibrio litoralis,Gram negative,33.0
653940,Pseudomonadota,Pasteurellaceae,Basfia succiniciproducens,Gram negative,33.0
80854,Pseudomonadota,Moritellaceae,Moritella viscosa,Gram negative,33.0
428031,Pseudomonadota,Moritellaceae,Moritella dasanensis,Gram negative,30.0
90736,Pseudomonadota,Moritellaceae,Moritella marina,Gram negative,30.0
2662262,Pseudomonadota,Vibrionaceae,Vibrio algicola,Gram negative,33.0
197162,Deferribacterota,Deferribacteraceae,Deferribacter desulfuricans,Gram negative,28.0
35839,Acidobacteriota,Holophagaceae,Holophaga foetida,Gram negative,32.0
2681987,Pseudomonadota,Enterobacteriaceae,Blochmannia endosymbiont of Colobopsis nipponica,Gram negative,33.0
69539,Pseudomonadota,Moritellaceae,Moritella yayanosii,Gram negative,33.0
1261403,Bacteroidota,Prolixibacteraceae,Mangrovibacterium diazotrophicum,Gram negative,28.0
1773,Actinomycetota,Mycobacteriaceae,Mycobacterium tuberculosis,Gram positive,21.0
1763,Actinomycetota,Mycobacteriaceae,Spe_in_Mycobacterium,Gram positive,21.0
1768,Actinomycetota,Mycobacteriaceae,Mycobacterium kansasii,Gram positive,21.0
2341086,Actinomycetota,Mycobacteriaceae,Mycobacterium attenuatum,Gram positive,21.0
1487726,Actinomycetota,Mycobacteriaceae,Mycobacterium persicum,Gram positive,21.0
1763,Actinomycetota,Mycobacteriaceae,Spe_in_Mycobacterium,Gram positive,21.0
2341080,Actinomycetota,Mycobacteriaceae,Mycobacterium pseudokansasii,Gram positive,21.0
2738409,Actinomycetota,Mycobacteriaceae,Mycobacterium ostraviense,Gram positive,21.0
1777,Actinomycetota,Mycobacteriaceae,Mycobacterium gastri,Gram positive,21.0
1430326,Actinomycetota,Mycobacteriaceae,Mycobacterium decipiens,Gram positive,21.0
1787,Actinomycetota,Mycobacteriaceae,Mycobacterium szulgai,Gram positive,21.0
2094119,Actinomycetota,Mycobacteriaceae,Mycobacterium basiliense,Gram positive,21.0
398694,Actinomycetota,Mycobacteriaceae,Mycobacterium shinjukuense,Gram positive,21.0
470074,Actinomycetota,Mycobacteriaceae,Mycobacterium angelicum,Gram positive,21.0
486698,Actinomycetota,Mycobacteriaceae,Mycobacterium riyadhense,Gram positive,21.0
1790,Actinomycetota,Mycobacteriaceae,Mycobacterium asiaticum,Gram positive,21.0
1389713,Actinomycetota,Mycobacteriaceae,Mycobacterium paragordonae,Gram positive,21.0
120959,Actinomycetota,Mycobacteriaceae,Mycobacterium kubicae,Gram positive,21.0
1778,Actinomycetota,Mycobacteriaceae,Mycobacterium gordonae,Gram positive,21.0
627089,Actinomycetota,Mycobacteriaceae,Mycobacterium simulans,Gram positive,21.0
2993898,Actinomycetota,Mycobacteriaceae,Spe_in_Mycobacterium ulcerans group,Gram positive,21.0
